
2014/11/23 08:08:11,T14-VM02-Ubuntu32,225,50,3,2,3,342533,250016,0,250016,0,0,0,0,164
2014/11/23 08:48:38,T14-VM02-Ubuntu32,254,57,0,0,0,13981,43488,667204,27965,0,0,0,0,2584
2014/11/23 08:48:41,T14-VM01-Ubuntu32,926,204,3,0,3,217170,948228,2679144,826718,0,0,0,0,2587
2014/11/23 08:48:43,T14-VM05-Ubuntu32,182,40,0,0,0,17473,221232,0,214208,0,0,0,0,2608
2014/12/04 05:53:39,T14-VM02-Ubuntu32,1181,277,0,0,0,171716,628725,2679144,461810,0,0,0,0,1092
2014/12/04 05:53:50,T14-VM02-Ubuntu32,1181,277,0,0,0,171716,628725,2679144,461810,0,0,0,0,1092
2014/12/04 05:54:13,T14-VM02-Ubuntu32,1300,305,0,0,0,161616,628777,2679144,462206,0,0,0,0,1112
2014/12/06 07:27:29,T14-VM01-Ubuntu32,3209,721,173,76,227,333332,714021,2679144,572312,0,0,0,0,4288
2014/12/06 07:27:41,T14-VM01-Ubuntu32,3392,768,186,67,260,333332,714802,2679144,573162,0,0,0,0,4308
2014/12/06 07:27:53,T14-VM01-Ubuntu32,3392,768,186,67,260,333332,714802,2679144,573162,0,0,0,0,4308
2014/12/06 07:28:04,T14-VM01-Ubuntu32,3219,730,83,71,252,333332,715798,2679144,573986,0,0,0,0,4328
2014/12/06 07:28:16,T14-VM01-Ubuntu32,3219,730,83,71,252,333332,715798,2679144,573986,0,0,0,0,4328
2014/12/06 07:28:27,T14-VM01-Ubuntu32,4191,962,35,44,133,333332,716900,2679144,574840,0,0,0,0,4348
2014/12/06 07:28:38,T14-VM01-Ubuntu32,4191,962,35,44,133,333332,716900,2679144,574840,0,0,0,0,4348
2014/12/06 07:28:49,T14-VM01-Ubuntu32,3471,793,61,79,228,333332,717673,2679144,575396,0,0,0,0,4368
2014/12/06 07:29:01,T14-VM01-Ubuntu32,3955,909,80,66,233,353534,718534,2679144,576142,0,0,0,0,4388
2014/12/06 07:29:12,T14-VM01-Ubuntu32,3955,909,80,66,233,353534,718534,2679144,576142,0,0,0,0,4388
2014/12/06 07:29:24,T14-VM01-Ubuntu32,2636,602,85,81,204,373737,719329,2679144,576933,0,0,0,0,4408
2014/12/06 07:29:35,T14-VM01-Ubuntu32,2636,602,85,81,204,373737,719329,2679144,576933,0,0,0,0,4408
2014/12/06 07:29:46,T14-VM01-Ubuntu32,2852,653,39,47,50,393940,720642,2679144,578138,0,0,0,0,4428
2014/12/06 07:29:57,T14-VM01-Ubuntu32,2852,653,39,47,50,393940,720642,2679144,578138,0,0,0,0,4428
2014/12/06 07:30:09,T14-VM01-Ubuntu32,1998,452,76,54,46,393940,721973,2679144,578930,0,0,0,0,4448
2014/12/06 07:30:20,T14-VM01-Ubuntu32,2334,529,103,57,72,393940,723364,2679144,579689,0,0,0,0,4468
2014/12/06 07:30:31,T14-VM01-Ubuntu32,2334,529,103,57,72,393940,723364,2679144,579689,0,0,0,0,4468
2014/12/06 07:30:42,T14-VM01-Ubuntu32,2310,515,106,68,306,393940,724153,2679144,580010,0,0,0,0,4488
2014/12/06 07:30:53,T14-VM01-Ubuntu32,2310,515,106,68,306,393940,724153,2679144,580010,0,0,0,0,4488
2014/12/06 07:31:04,T14-VM01-Ubuntu32,2798,626,43,69,287,393940,724828,2679144,580604,0,0,0,0,4508
2014/12/06 07:31:17,T14-VM01-Ubuntu32,2798,626,43,69,287,393940,724828,2679144,580604,0,0,0,0,4508
2014/12/06 07:31:29,T14-VM01-Ubuntu32,2834,635,11,61,384,393940,725372,2679144,581144,0,0,0,0,4528
2014/12/06 07:31:40,T14-VM01-Ubuntu32,3140,717,7,42,199,393940,726756,2679144,583001,0,0,0,0,4548
2014/12/06 07:31:51,T14-VM01-Ubuntu32,3140,717,7,42,199,393940,726756,2679144,583001,0,0,0,0,4548
2014/12/06 07:32:03,T14-VM01-Ubuntu32,3296,758,12,49,204,393940,731009,2679144,587424,0,0,0,0,4568
2014/12/06 07:32:14,T14-VM01-Ubuntu32,3296,758,12,49,204,393940,731009,2679144,587424,0,0,0,0,4568
2014/12/06 07:32:25,T14-VM01-Ubuntu32,3885,900,14,40,93,393940,737492,2679144,595200,0,0,0,0,4588
2014/12/06 07:32:38,T14-VM01-Ubuntu32,3885,900,14,40,93,393940,737492,2679144,595200,0,0,0,0,4588
2014/12/06 07:32:50,T14-VM01-Ubuntu32,2899,668,15,1132,152,393940,743212,2679144,601541,0,0,0,0,4608
2014/12/06 07:33:01,T14-VM01-Ubuntu32,2248,512,87,1126,156,393940,746701,2679144,605368,0,0,0,0,4628
2014/12/06 07:33:12,T14-VM01-Ubuntu32,2248,512,87,1126,156,393940,746701,2679144,605368,0,0,0,0,4628
2014/12/06 07:33:23,T14-VM01-Ubuntu32,1238,273,87,1132,145,393940,748244,2679144,605798,0,0,0,0,4648
2014/12/06 07:33:34,T14-VM01-Ubuntu32,1238,273,87,1132,145,393940,748244,2679144,605798,0,0,0,0,4648
2014/12/06 07:33:45,T14-VM01-Ubuntu32,1569,350,92,47,43,393940,750365,2679144,606796,0,0,0,0,4668
2014/12/06 07:34:08,T14-VM01-Ubuntu32,1903,417,10,35,29,393940,752616,2679144,608876,0,0,0,0,4688
2014/12/06 07:34:20,T14-VM01-Ubuntu32,2524,551,183,42,174,388889,754630,2679144,610966,0,0,0,0,4708
2014/12/06 07:34:30,T14-VM01-Ubuntu32,2524,551,183,42,174,388889,754630,2679144,610966,0,0,0,0,4708
2014/12/06 07:34:42,T14-VM01-Ubuntu32,3169,705,182,34,189,383838,757784,2679144,614662,0,0,0,0,4728
2014/12/06 07:34:53,T14-VM01-Ubuntu32,3169,705,182,34,189,383838,757784,2679144,614662,0,0,0,0,4728
2014/12/06 07:35:04,T14-VM01-Ubuntu32,2222,490,302,300,1156,378788,760000,2679144,616986,0,0,0,0,4748
2014/12/06 07:35:14,T14-VM01-Ubuntu32,2222,490,302,300,1156,378788,760000,2679144,616986,0,0,0,0,4748
2014/12/06 07:35:26,T14-VM01-Ubuntu32,1677,374,166,293,1099,378788,762364,2679144,618976,0,0,0,0,4768
2014/12/06 07:35:38,T14-VM01-Ubuntu32,1677,374,166,293,1099,378788,762364,2679144,618976,0,0,0,0,4768
2014/12/06 07:35:48,T14-VM01-Ubuntu32,1746,391,163,291,1108,378788,764614,2679144,620470,0,0,0,0,4788
2014/12/06 07:35:59,T14-VM01-Ubuntu32,1746,391,163,291,1108,378788,764614,2679144,620470,0,0,0,0,4788
2014/12/06 07:36:09,T14-VM01-Ubuntu32,2343,531,60,34,174,378788,767118,2679144,621804,0,0,0,0,4808
2014/12/06 07:36:21,T14-VM01-Ubuntu32,2694,615,20,26,138,378788,770410,2679144,624330,0,0,0,0,4828
2014/12/06 07:36:33,T14-VM01-Ubuntu32,2694,615,20,26,138,378788,770410,2679144,624330,0,0,0,0,4828
2014/12/06 07:36:45,T14-VM01-Ubuntu32,2685,612,19,31,142,378788,772652,2679144,625933,0,0,0,0,4848
2014/12/06 07:36:57,T14-VM01-Ubuntu32,2685,612,19,31,142,378788,772652,2679144,625933,0,0,0,0,4848
2014/12/06 07:37:08,T14-VM01-Ubuntu32,3689,837,3,27,132,378788,774802,2679144,627746,0,0,0,0,4868
2014/12/06 07:37:19,T14-VM01-Ubuntu32,3689,837,3,27,132,378788,774802,2679144,627746,0,0,0,0,4868
2014/12/06 07:37:31,T14-VM01-Ubuntu32,4596,1045,25,32,90,378788,776548,2679144,631002,0,0,0,0,4888
2014/12/06 07:37:42,T14-VM01-Ubuntu32,4698,1068,38,31,91,378788,778612,2679144,634569,0,0,0,0,4908
2014/12/06 07:37:55,T14-VM01-Ubuntu32,4698,1068,38,31,91,378788,778612,2679144,634569,0,0,0,0,4908
2014/12/06 07:38:05,T14-VM01-Ubuntu32,4293,978,40,28,89,378788,780890,2679144,638842,0,0,0,0,4928
2014/12/06 07:38:15,T14-VM01-Ubuntu32,4293,978,40,28,89,378788,780890,2679144,638842,0,0,0,0,4928
2014/12/06 07:38:27,T14-VM01-Ubuntu32,3538,804,20,20,91,378788,783828,2679144,641909,0,0,0,0,4948
2014/12/06 07:38:37,T14-VM01-Ubuntu32,3538,804,20,20,91,378788,783828,2679144,641909,0,0,0,0,4948
2014/12/06 07:38:48,T14-VM01-Ubuntu32,2952,665,6,21,62,368686,786714,2679144,644758,0,0,0,0,4968
2014/12/06 07:39:01,T14-VM01-Ubuntu32,2936,668,15,17,39,358585,789249,2679144,646841,0,0,0,0,4988
2014/12/06 07:39:12,T14-VM01-Ubuntu32,2936,668,15,17,39,358585,789249,2679144,646841,0,0,0,0,4988
2014/12/06 07:39:23,T14-VM01-Ubuntu32,2900,659,18,15,25,348484,790384,2679144,648084,0,0,0,0,5008
2014/12/06 07:39:34,T14-VM01-Ubuntu32,2900,659,18,15,25,348484,790384,2679144,648084,0,0,0,0,5008
2014/12/06 07:39:45,T14-VM01-Ubuntu32,3166,725,159,14,159,348484,790606,2679144,648485,0,0,0,0,5028
2014/12/06 07:39:57,T14-VM01-Ubuntu32,3166,725,159,14,159,348484,790606,2679144,648485,0,0,0,0,5028
2014/12/06 07:40:08,T14-VM01-Ubuntu32,2700,619,147,11,147,363636,790618,2679144,648729,0,0,0,0,5048
2014/12/06 07:40:19,T14-VM01-Ubuntu32,2657,608,1727,8,1727,378788,790629,2679144,648404,0,0,0,0,5068
2014/12/06 07:40:30,T14-VM01-Ubuntu32,2657,608,1727,8,1727,378788,790629,2679144,648404,0,0,0,0,5068
